artist,spotify_url,day,genre,note,songs,song_count,original_songs,review_status,review_notes,sources,related_artists,spotify_image_url,spotify_image_source,spotify_image_note,spotify_top5_tracks,spotify_top5_source,spotify_top5_note
Solomun,https://open.spotify.com/artist/5wJK4kQAkVGjqM9x46KQOC,Saturday,Melodic House / DJ,Golden hour Solomun is transcendent. One of the finest DJs alive.,Home (feat. Roosevelt),1,Home (feat. Roosevelt),,,,WhoMadeWho; Marlon Hoffstadt; Gordo; Kettama; HUGEL,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174bfbacb40dced09ead13a3fa4,Spotify oEmbed thumbnail_url,,Late Night - Solomun Remix | Home | Around - Solomun Vox | Till I Die (feat. Claudia Valentina) | The Way Back,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Swae Lee,https://open.spotify.com/artist/1zNqQNIdeOUZHb8zbZRFMX,Saturday,R&B / Trap,Sunflower was everywhere. Solo set showcasing his melodic genius.,Unforgettable (with French Montana)|Sunflower (with Post Malone)|WOW|Guatemala (with Lil Pump)|Sativa (with Pharrell)|Miss the Rage (with Trippie Redd)|Up Now|Won't Be Late|Chanel (Go Get It)|Hurt to Look,10,Unforgettable (with French Montana)|Sunflower (with Post Malone)|WOW|Guatemala (with Lil Pump)|Sativa (with Pharrell)|Miss the Rage (with Trippie Redd)|Up Now|Won't Be Late|Chanel (Go Get It)|Hurt to Look,,,,Dijon; Teddy Swims; Youna; Justin Bieber; GIVĒON,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174bccdbb98ab5d54454cd0fe85,Spotify oEmbed thumbnail_url,,"Sunflower - Spider-Man: Into the Spider-Verse | Unforgettable | Close To Me | Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset) | Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Taemin,https://open.spotify.com/artist/13rF01aOogvnkuQXOlgTW8,Saturday,K-Pop / Solo,SHINee's Taemin — Korean pop royalty solo debut at Coachella.,Guilty|MOVE|Criminal|WANT|Advice|Guess Who|Heaven|IDEA|Sexy in the Air|Bones|Veil|Famous|Press Your Number|Sexuality|Shadow,15,Guilty|MOVE|Criminal|WANT|Advice|Guess Who|Heaven|IDEA|Sexy in the Air|Bones|Veil|Famous|Press Your Number|Sexuality|Shadow,,,,KATSEYE; BINI; BIGBANG; Fujii Kaze,https://image-cdn-ak.spotifycdn.com/image/ab6761610000517438accc0b41ea160ae295eb80,Spotify oEmbed thumbnail_url,,Guilty | Heaven | MOVE | Advice | Criminal,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
PinkPantheress,https://open.spotify.com/artist/78rUTD7y6Cy67W1RVzYs7t,Saturday,Drum & Bass / Pop,"Euphoric DnB pop — tiny songs, enormous impact.",Stateside|Noises|Nice to Know You|I must apologise|Illegal|Break it off|Just for me|Pain|Take Me Home|The aisle|Girl Like Me|Capable of love|Another life|True romance|Boy's a liar Pt. 2|Mosquito|Passion,17,Stateside|Noises|Nice to Know You|I must apologise|Illegal|Break it off|Just for me|Pain|Take Me Home|The aisle|Girl Like Me|Capable of love|Another life|True romance|Boy's a liar Pt. 2|Mosquito|Passion,,,,Sabrina Carpenter; KATSEYE; fakemink; Joost; Jessica Brankka,https://image-cdn-fa.spotifycdn.com/image/ab676161000051746bf10d74063b45938f5d8656,Spotify oEmbed thumbnail_url,,Stateside + Zara Larsson | Pain | Illegal | Boy's a liar Pt. 2 | Break It Off - Bonus,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Royel Otis,https://open.spotify.com/artist/5b5bt4mZQpJMoCRbiQ7diH,Saturday,Indie / Pop Rock,Australian duo on a massive rise. Infectious and fun.,Honey Pie|Soaking Up the Sun|Listerine|Coming of Age|She's a Riot|Pretty Shining People|If I Got It Wrong|Softer|Deux Mille Vingt|Grand Prix,10,Honey Pie|Soaking Up the Sun|Listerine|Coming of Age|She's a Riot|Pretty Shining People|If I Got It Wrong|Softer|Deux Mille Vingt|Grand Prix,,,,Alex G; The xx; Ethel Cain; Joyce Manor; CMAT,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174ab79a6385448318e8944d1ff,Spotify oEmbed thumbnail_url,,Linger - SiriusXM Session | who’s your boyfriend | Oysters In My Pocket | car | moody,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
REZZ,https://open.spotify.com/artist/4aKdmOXdUKX07HVd3sGgzw,Saturday,Techno / Dark Electronic,"The Space Mom delivers a hypnotic, cult-like live experience.",Taste of Rouge|Toxic Snake|Someone's Home|Need Your Love|Forgive Me|Notice|Honeycomb|Relax|Certain Kind of Madness,9,Taste of Rouge|Toxic Snake|Someone's Home|Need Your Love|Forgive Me|Notice|Honeycomb|Relax|Certain Kind of Madness,,,,Anyma presents Æden; Anyma; Sahar Z; Boys Noize; Green Velvet × AYYBO,https://image-cdn-fa.spotifycdn.com/image/ab6761610000517431e4af683fea450c23fba5b0,Spotify oEmbed thumbnail_url,,HOW I DO IT | Black Ice | Someone Else | Puzzle Box | Contorted,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Fujii Kaze,https://open.spotify.com/artist/6bDWAcdtVR3WHz2xtiIPUi,Saturday,J-Pop / Soul,Japanese singer-songwriter phenomenon — stunning vocal range.,Kirari|Shinunoga E-Wa|帰ろう|旅路|grace|やば。|Matsuri|Workin' Hard,8,Kirari|Shinunoga E-Wa|帰ろう|旅路|grace|やば。|Matsuri|Workin' Hard,,,,Teddy Swims; GIVĒON; Dijon; KATSEYE; Blood Orange,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174adf53c59da1a6d161a55f6d4,Spotify oEmbed thumbnail_url,,Shinunoga E-Wa | Kirari | Michi Teyu Ku (Overflowing) | Matsuri | Garden,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Adriatique,https://open.spotify.com/artist/02DWGcShQivFepRvGJ7xhB,Saturday,Melodic Techno / DJ,"Swiss duo — beautiful, hypnotic techno.",,0,,,,,Sahar Z; Boys Noize; Green Velvet × AYYBO; Armin van Buuren × Adam Beyer; Sander Kleinenberg,https://image-cdn-ak.spotifycdn.com/image/ab676161000051746c5c0c24169d671879908459,Spotify oEmbed thumbnail_url,,In the Moment - Adriatique Remix | Lost In The Woods | Love’s A Game | Miracle | Back To Life,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Davido,https://open.spotify.com/artist/0Y3agQaa6g2r0YmHPOO9rh,Saturday,Afrobeats,Afrobeats global superstar — infectious celebration energy.,Fall|If|Risky (with Popcaan)|FIA|One Ticket|Jowo|Assurance|Fem|The Best (with Mayorkun)|Stand Strong|Unavailable,11,Fall|If|Risky (with Popcaan)|FIA|One Ticket|Jowo|Assurance|Fem|The Best (with Mayorkun)|Stand Strong|Unavailable,,,,,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174057fdb13352beee124b79051,Spotify oEmbed thumbnail_url,,KANTE (feat. Fave) | With You (feat. Omah Lay) | Nakupenda | Sensational (feat. Davido & Lojay) | UNAVAILABLE (feat. Musa Keys),Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Boys Noize,https://open.spotify.com/artist/62k5LKMhymqlDNo2DWOvvv,Saturday,Electro / Techno / DJ,Also in Nine Inch Noize on Friday — raw electro intensity solo set.,Oh!|Volta|Power|Euphoria|Cascades|Trooper|Don't Believe the Hype|Selected,8,Oh!|Volta|Power|Euphoria|Cascades|Trooper|Don't Believe the Hype|Selected,,,,Anyma presents Æden; Anyma; Sahar Z; Green Velvet × AYYBO; Armin van Buuren × Adam Beyer,https://image-cdn-fa.spotifycdn.com/image/ab676161000051741fc195ac5c1868725eced009,Spotify oEmbed thumbnail_url,,Crazy For It | Fine Day Anthem | ZEET NOISE | Unlock It (feat. Playboi Carti) | Arintintin,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Geese,https://open.spotify.com/artist/0WCo84qtCKfbyIf1lqQWB4,Saturday,Indie Rock / Post-Punk,"NYC post-punk band — angular, energetic, ahead of their time.",Husbands|Islands of Men|Getting Killed|100 Horses|Half Real|Cobra|2122|Cowboy Nudes|Au Pays du Cocaine|Bow Down|Taxes|Trinidad|I See Myself|Tomorrow's Crusades,14,Husbands|Islands of Men|Getting Killed|100 Horses|Half Real|Cobra|2122|Cowboy Nudes|Au Pays du Cocaine|Bow Down|Taxes|Trinidad|I See Myself|Tomorrow's Crusades,,,,Interpol; Glitterer; Carolina Durante; The Strokes; Blondshell,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174bc9546a945c7563a9eb21f3d,Spotify oEmbed thumbnail_url,,Au Pays du Cocaine | Cobra | Taxes | Husbands | Trinidad,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
rusowsky,https://open.spotify.com/artist/1XEVu7gdRFfzEFqsPrancH,Saturday,Indie Pop / Spanish,Spanish indie pop singer with huge streaming numbers.,Johnny Glamour|ALTAGAMA|Brujita|KINKI FÍGARO|99%|4 Daisy|SOPHIA|Cell|pikito|neo roneo|(ecco)|Liit|sukkKK!!|BBY ROMEO|GATA|mwah :3|malibU|Dolores|VALENTINO,19,Johnny Glamour|ALTAGAMA|Brujita|KINKI FÍGARO|99%|4 Daisy|SOPHIA|Cell|pikito|neo roneo|(ecco)|Liit|sukkKK!!|BBY ROMEO|GATA|mwah :3|malibU|Dolores|VALENTINO,,,,Dijon; Foster the People; Lykke Li; The Two Lips; Carolina Durante,https://image-cdn-fa.spotifycdn.com/image/ab676161000051741ccc31898f2f43623815bac8,Spotify oEmbed thumbnail_url,,malibU | neo roneo | BBY ROMEO | Johnny Glamour | mwah :3,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
¥ØU$UK€ ¥UK1MAT$U,,Saturday,Electronic / DJ,Japanese producer and DJ — distinctive electronic sound.,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,,,No Spotify artist URL in source row; image not auto-filled.,,,No Spotify artist URL in source row.
Green Velvet × AYYBO,https://open.spotify.com/artist/3ABaec4jjl95VqmG1iD4k2,Saturday,Techno / House / DJ,Chicago techno legend Green Velvet b2b with AYYBO.,,0,,,,,Sander Kleinenberg; Chloé Caillet x Rossi; Sahar Z; Boys Noize; Armin van Buuren × Adam Beyer,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174c4538f995f4e9a6e153dcb71,Spotify oEmbed thumbnail_url,Spotify URL resolves to Green Velvet; image may not represent the combined billing with AYYBO.,"PATT (Party All The Time) - Adam Beyer, Layton Giordani & Green Velvet Remix | Brighter Days - Marco Lys Remix | When It Kicks | Deceiver | Percolator - Original Mix",Spotify artist embed top tracks,"Top tracks pulled from linked Spotify artist page, which resolves to Green Velvet rather than the combined billing."
Luísa Sonza,https://open.spotify.com/artist/4PzYKhC14sTJNEr0dzoo0d,Saturday,Brazilian Pop,Huge Brazilian pop star making her US festival debut.,MODO TURBO|A dona aranha|TOMA|MULHER DO ANO XD|Sagrado profano|Luísa manequim|ANACONDA *o*|penhasco|Campo de morango|melhor sozinha|Surreal|Carnificina|La muerte|Iguaria,14,MODO TURBO|A dona aranha|TOMA|MULHER DO ANO XD|Sagrado profano|Luísa manequim|ANACONDA *o*|penhasco|Campo de morango|melhor sozinha|Surreal|Carnificina|La muerte|Iguaria,,,,Cachirula & Loojan; Carolina Durante; rusowsky; Los Hermanos Flores; KAROL G,https://image-cdn-fa.spotifycdn.com/image/ab676161000051740926e7e07e3e3f5e67173900,Spotify oEmbed thumbnail_url,,MOTINHA 2.0 (Mete Marcha) - Remix | bunda | Sagrado Profano | Poesia Acústica 13 | MOTINHA 2.0 (Mete Marcha),Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
ZULAN,https://open.spotify.com/artist/2Yz9F5lQVc0p6SDxkw2BvF,Saturday,Electronic / DJ,,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,https://image-cdn-fa.spotifycdn.com/image/ab676161000051741990aad605000ba36b1ad725,Spotify oEmbed thumbnail_url,,Forever | Campeón | Match My Speed,Spotify artist embed top tracks,Only 3 tracks were visible on the linked Spotify artist embed page.
Los Hermanos Flores,https://open.spotify.com/artist/3S43VHav7suUXwnPFvoR9O,Saturday,Latin / Electronic,,La Bala|Enferma|La Secretaria|Salvadorena|Enfermera|Sin Visa Ni Pasaporte|Linda Muchachita|El Ausente|Popotito,9,La Bala|Enferma|La Secretaria|Salvadorena|Enfermera|Sin Visa Ni Pasaporte|Linda Muchachita|El Ausente|Popotito,,,,Cachirula & Loojan; Mëstiza; Nine Inch Noize; Disclosure; Moby,https://image-cdn-fa.spotifycdn.com/image/ab6761610000517470bf3b0db2a75b4bb78de97b,Spotify oEmbed thumbnail_url,,Enfermera | Salvadorena | Mi Pais | Estas Bien Buena | La Bala,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Bedouin,https://open.spotify.com/artist/5bKdC6382t97Qnpvs81Rqx,Saturday,Deep House / DJ,Desert heat vibes — golden-hour deep house at its finest.,,0,,,,,Duke Dumont; Robin Schulz; Mahmut Orhan; Marlon Hoffstadt; Gordo,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174235847fc0fabe2594fa28e7f,Spotify oEmbed thumbnail_url,,Better Than This | Make Me Feel - Notre Dame Remix | Reason | Make Me Feel | Whistleman,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Ceremony,https://open.spotify.com/artist/5n3811iYeaFM01gSJMQuRH,Saturday,Hardcore / Post-Punk,Bay Area hardcore legends — raw and relentless.,Violence|Open Head|I Want to Put This to an End|Hysteria|Citizen|Presaging the End|Your Life in France|Burnout,8,Violence|Open Head|I Want to Put This to an End|Hysteria|Citizen|Presaging the End|Your Life in France|Burnout,,,,Turnstile; Devo; Febuary; Interpol; Geese,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174cf586e046d68e8fe9d316813,Spotify oEmbed thumbnail_url,,Into The Wayside Part I/Sick | Sick | Open Head | Kersed | The Separation,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
54 Ultra,https://open.spotify.com/artist/6X5L6rmyvrWWu60Gx6exiZ,Saturday,Electronic / DJ,,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,https://image-cdn-fa.spotifycdn.com/image/ab676161000051748fdf273bf26657879cccdc74,Spotify oEmbed thumbnail_url,,Heaven Knows | Upside Down | Where Are You | Talk 2 Me | Should I Let This Go?,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Noga Erez,https://open.spotify.com/artist/5VwCIS8jdx9ZHjApLFNrTZ,Saturday,Electronic / Art Pop,"Israeli art-pop artist — theatrical, percussive, unpredictable.",Vandalist|Cipi|End of the Road|PC People|Fire Kites|Bad Habits|Views|P.L.E.A.S.E.|A+|DUMB|Nails|PENNY LAME|Police|AYAYAY|Not My Problem|Bark Loud|Watch the News|NO News on TV,18,Vandalist|Cipi|End of the Road|PC People|Fire Kites|Bad Habits|Views|P.L.E.A.S.E.|A+|DUMB|Nails|PENNY LAME|Police|AYAYAY|Not My Problem|Bark Loud|Watch the News|NO News on TV,,,,Labrinth; FKA twigs; Oklou; fakemink; Ninajirachi,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174167504b724de3c3241f69588,Spotify oEmbed thumbnail_url,,DUMB | Vandalist | BUBBLING | Not My Problem | End of the Road,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Ben Sterling,https://open.spotify.com/artist/79uJoLQkQ621xZy7MyH4uL,Saturday,Electronic / DJ,UK DJ — known for polished club sets.,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,https://image-cdn-ak.spotifycdn.com/image/ab6761610000517453b19bc6f387357c9c44358e,Spotify oEmbed thumbnail_url,,Mind Dimension - Ben Sterling Remix | Hot Line 84' | Ideomatic | All Over My Body | In The District - Ben Sterling Remix Edit,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Blondshell,https://open.spotify.com/artist/7qrEXiLLnWkkYHhadZ1Oij,Saturday,Indie Rock / Grunge,"90s alt-rock energy, deeply hooky. Major buzz act.",Olympus|Joiner|Sober Together|Sepsis|Tarmac|Kiss City|The Minefield|Danger|Salad|Fucker,10,Olympus|Joiner|Sober Together|Sepsis|Tarmac|Kiss City|The Minefield|Danger|Salad|Fucker,,,,Carolina Durante; The Strokes; Interpol; Geese; Wet Leg,https://image-cdn-fa.spotifycdn.com/image/ab676161000051749355707352ba342093490a78,Spotify oEmbed thumbnail_url,,Olympus | Docket (feat. Bully) | Kiss City | Arms (feat. Gigi Perez) | Diet Pepsi (Live at Sirius XMU),Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Lambrini Girls,https://open.spotify.com/artist/6VR4TJ20WGiho2xZWMuuWb,Saturday,Post-Punk / Punk,UK feminist punk duo — ferocious and funny.,Big Dick Energy|Help Me I'm Gay|God's Country|Company Culture|Lads Lads Lads|Bad Apple|Mr Lovebomb|Love|Filthy Rich Nepo Baby|No Homo|Boys in the Band|Craig David|Cuntology 101,13,Big Dick Energy|Help Me I'm Gay|God's Country|Company Culture|Lads Lads Lads|Bad Apple|Mr Lovebomb|Love|Filthy Rich Nepo Baby|No Homo|Boys in the Band|Craig David|Cuntology 101,,,,Die Spitz; Devo; Febuary; Interpol; Geese,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174451fcef9face9f013f488a91,Spotify oEmbed thumbnail_url,,Cuntology 101 | Love | God's Country | Big Dick Energy | No Homo,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Ecca Vandal,https://open.spotify.com/artist/0NhKCHTPG7Sz62S3zxV1Cf,Saturday,Alt / Electronic,Australian alt-electronic artist.,BLEED BUT NEVER DIE|CRUISING TO SELF SOOTHE|THEN THERE'S ONE|CAME HERE FOR THE LOOT,4,BLEED BUT NEVER DIE|CRUISING TO SELF SOOTHE|THEN THERE'S ONE|CAME HERE FOR THE LOOT,,,,flowerovlove; BUNT.; Nine Inch Noize; Disclosure; Moby,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174dd8a0b7bc6273d0b8208e471,Spotify oEmbed thumbnail_url,,CRUISING TO SELF SOOTHE | BLEACH | MOLLY | BLEED BUT NEVER DIE | THEN THERE'S ONE,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Mind Enterprises,https://open.spotify.com/artist/5pN1DJhPFDKso4OtC0QhnB,Saturday,Electronic / Synth,Italian electronic/synth artist.,S.H.A.K.E.|Idol|Asanas|Ballare|La vita di mare|The Clapping Song|Girls & Boys|Monogamy|Find You|Mont Blanc|Gloria,11,S.H.A.K.E.|Idol|Asanas|Ballare|La vita di mare|The Clapping Song|Girls & Boys|Monogamy|Find You|Mont Blanc|Gloria,,,,Nine Inch Noize; Disclosure; Moby; fakemink; Groove Armada,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174adfbc1058442ed8b996a6ae7,Spotify oEmbed thumbnail_url,,Idol | Burn It! | The Clapping Song - Kungs Remix | Tacchini | S.H.A.K.E,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Freak Slug,https://open.spotify.com/artist/5wk7sY8GIg5ihSI09EbWeS,Saturday,Electronic / DJ,,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174666124969b25ae6015b54353,Spotify oEmbed thumbnail_url,,Radio | Friday | Care | Sexy Lemon | Disorder,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
SOSA,https://open.spotify.com/artist/3JlN0MeWVJq0vjvsvWCRZ5,Saturday,Electronic / DJ,,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174312507996ac02b9fdcfbc07a,Spotify oEmbed thumbnail_url,,DFCW | BLOW (WHITE GIRL IN TOWN) [feat. Kilo Ali] | Be Without You | Your Love | Just Like That,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Mahmut Orhan,https://open.spotify.com/artist/3t8WiyalpvnB9AObcMufiE,Saturday,Electronic / Deep House,Turkish DJ/producer — known for melodic deep house.,,0,,,,,Disclosure; Groove Armada; Marlon Hoffstadt; Zerb; Nine Inch Noize,https://image-cdn-fa.spotifycdn.com/image/ab6761610000517492cd4c91cbed2402cf001230,Spotify oEmbed thumbnail_url,,Şașkın | Feel (feat. Sena Sener) - Radio Edit | Swing (Mahmut Orhan Remix) | 6 Days | Moment - Mahmut Orhan Remix,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Riordan,https://open.spotify.com/artist/68rU1sdZ0HjxjEC5YnSmao,Saturday,Electronic / DJ,,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174e79afd36540d7a383f85f76f,Spotify oEmbed thumbnail_url,,Lifting | 909 | TWOSTEP | Party Out | Bring Me Down,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Die Spitz,https://open.spotify.com/artist/0zfZmpHTu0MlkkNr5KHeXE,Saturday,Punk / Post-Punk,,,0,,,,,Lambrini Girls; Devo; Febuary; Interpol; Geese,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174221291d43457048ddb8f0f5e,Spotify oEmbed thumbnail_url,,Throw Yourself to the Sword | Hair of Dog | Pop Punk Anthem (Sorry for the Delay) | Punishers | I hate when GIRLS die,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
WHATMORE,https://open.spotify.com/artist/2y4kS2ljmS41pNDNA01P2Q,Saturday,Electronic / Pop,,,0,,,,,fakemink; Jessica Brankka; COBRAH; RØZ; LE YORA,https://image-cdn-fa.spotifycdn.com/image/ab676161000051745df5b9d3629a59ade5b077e2,Spotify oEmbed thumbnail_url,,go! | put it on hearts | jenny's | emptyy | eastside w my dogs,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
GENESI,https://open.spotify.com/artist/4OG9hOPsfAEziKvOJj2SG7,Saturday,Electronic / DJ,,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174d8ca415eb84795f2fd696dee,Spotify oEmbed thumbnail_url,,Everything You Have Done | Edge Of The World (feat. Nu-La) | DNA | Pressure | Call You Back,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Yamagucci,https://open.spotify.com/artist/6EuSg8aungYTh6vNgL1EpG,Saturday,Electronic / DJ,,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174556e80bd5d4b5c3c3c950f55,Spotify oEmbed thumbnail_url,,Beacon - Yamagucci Remix | What The F*** Is That | Please You | Selector | The Girl Next Door,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
KAROL G,https://open.spotify.com/artist/790FomKkXshlbRYZFtlgla,Sunday,Reggaetón / Latin Pop,Headliner. First Latina to headline Coachella. TROPICOACHELLA.,TQG (feat. Shakira)|Mi Cama|El Barco|X SI VOLVEMOS|Tusa (feat. Nicki Minaj)|AMARGURA|BICHOTAG|OKI DOKI|UNA NOCHE EN MEDELLÍN|SEJODIOTO|Punto G|BICHOTA|EL MAKINON|GATÚBELA|PERO TÚ|Créeme|OJOS FERRARI|CAIRO|MAMIII (with Becky G)|S91|PROVENZA|MI EX TENÍA RAZÓN|QLONA (feat. Peso Pluma)|200 COPAS|KÁRMIKA,25,TQG (feat. Shakira)|Mi Cama|El Barco|X SI VOLVEMOS|Tusa (feat. Nicki Minaj)|AMARGURA|BICHOTAG|OKI DOKI|UNA NOCHE EN MEDELLÍN|SEJODIOTO|Punto G|BICHOTA|EL MAKINON|GATÚBELA|PERO TÚ|Créeme|OJOS FERRARI|CAIRO|MAMIII (with Becky G)|S91|PROVENZA|MI EX TENÍA RAZÓN|QLONA (feat. Peso Pluma)|200 COPAS|KÁRMIKA,,,,Cachirula & Loojan; Carolina Durante; rusowsky; Luísa Sonza; Los Hermanos Flores,https://image-cdn-fa.spotifycdn.com/image/ab6761610000517466041ce9eb4497057cbc3496,Spotify oEmbed thumbnail_url,,Si Antes Te Hubiera Conocido | Verano Rosa | PROVENZA | Coleccionando Heridas | TQG,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Young Thug,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn,Sunday,Trap / Rap,UY SCUTI era + post-acquittal return. Historic comeback.,Take It to Trial|Slatty|OUT WEST|Surf|Ski|Bubbly|Wyclef Jean|Digits|Family Don't Matter|Pick Up the Phone|Ninja|The London|Way 2 Sexy|Best Friend|RIP Big & Mack|Catch Me I'm Falling,16,Take It to Trial|Slatty|OUT WEST|Surf|Ski|Bubbly|Wyclef Jean|Digits|Family Don't Matter|Pick Up the Phone|Ninja|The London|Way 2 Sexy|Best Friend|RIP Big & Mack|Catch Me I'm Falling,,,,Sexyy Red; Swae Lee; Clipse; Little Simz; Coi Leray,https://image-cdn-fa.spotifycdn.com/image/ab676161000051749f2fb33940aac624dc5d100d,Spotify oEmbed thumbnail_url,,Trance (with Travis Scott & Young Thug) | Go Crazy | Bad Bad Bad (feat. Lil Baby) | scared | Hot (Remix) [feat. Gunna and Travis Scott],Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Kaskade,https://open.spotify.com/artist/6TQj5BFPooTa08A7pk8AQ1,Sunday,Progressive House / EDM,America's best DJ — sunset Kaskade is a spiritual experience.,You & Me|Atmosphere|I Remember|Never Sleep Alone|Disarm You|Say It Again|Close|It's You It's Me|Beneath With Me|Last Chance|Skin|Only You,12,You & Me|Atmosphere|I Remember|Never Sleep Alone|Disarm You|Say It Again|Close|It's You It's Me|Beneath With Me|Last Chance|Skin|Only You,,,,DJ Snake; The xx; Nine Inch Noize; Disclosure; Moby,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174c96f32c30b4c236b5b9c40fa,Spotify oEmbed thumbnail_url,,Escape (feat. Hayla) | I Remember - John Summit Remix | I Remember - Vocal Mix | DNCR | Vision Blurred,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
